CODEINTE,INTERMADIAIRE,VILLE_INTERMEDIAIRE,SINISTRE,SIN_GS,ASSURE,VILLE_ASSURE,IMMATRICULATION_ASSURE,MARQUE_VEHICULE,TYPE_VEHICULE,POLICE,DATE_EFFET_POLICE,DATE_FIN_POLICE,USAGE,PRODUIT,CODNATSI,NATURE_SIN,DATE_SURVENANCE,DATEDECL,DATRECCO,DATE_CREATION_OUVERTURE,DATE_VALIDATION_OUVERTURE,USER_CREATION_OUVERTURE,USER_VALIDATION_OUVERTURE,DATE_CLOTURE,ASSURESP,TAUX_RESP_ASSURE,FLAG__HP,CANAL,LIEUSINI,VILLE_SINISTRE,PAYS,IMMATRICULATION_ASSURE_1,IDECONBA,LIB_BAREME,FAIT_GENERATEUR,CAUSE_CIRCONSTANCE,TYPE_RECOURS,COMPAGNIE_ADVERSE,NBR_VICTIME,GARANTIES,CODEGARA,MNT_REGLEMENT_P,MNT_REGLEMENT_H,ETAPE,FLAGCICA,TELE,ATTESTATION,CIN,TYPE_SINISTRE_DOUTEUX,DECISION_FINAL_INVESTIGATION,MONTANT_RESERVE_DEBUT_P,MONTANT_RESERVE_DEBUT_H,MONTANT_RESERVE_H,MONTANT_RESERVE_P,USERGEST,LIBE_DERNIER_ACTE,DATE_DERNIER_ACTE,MODE_PAIEMENT_SOUHAITE,FRANCHISE,DOSSCONT,MOTIF_CLOTURE
3207,wife,Lake Jenny,physical,strategy,Kirk Schwartz,Jonestown,2RB3866,school,3,protect,2020-09-21,2024-06-29,sit,behind,response,story,2021-01-21,2020-12-19,cover,2021-03-18,2021-01-30,our,someone,2022-10-09,Andrew Mcdonald,Vanessa Colon,create,hand,effort,West Sharonmouth,organization,PJY 672,little,wife,president,capital,like,reason,result,stay,8931,77678,61842,computer,artist,see,bit,scientist,number,enter,house,available,age,many,idea,new,2023-02-08,any,another,baby,truth
9949,him,Hannahstad,practice,easy,Lisa Gates,Lake Alejandra,HBP 598,son,3,several,2020-08-11,2022-02-28,national,case,quickly,rock,2023-06-12,2020-03-01,dog,2020-09-12,2022-02-04,book,camera,2023-08-03,Emily Ward,Alisha Hicks,probably,perform,trip,North Eileenhaven,various,7B 44257,your,effect,past,example,majority,old,measure,truth,8764,558,52466,sound,discover,various,someone,think,career,term,either,look,media,or,general,season,2024-05-10,skill,bill,hospital,newspaper
4285,report,Katherinefort,black,population,Keith Morton,East Christopherport,6S 0G1AGW,together,5,record,2022-08-07,2024-06-20,focus,choice,store,group,2024-05-25,2021-11-13,role,2023-08-28,2024-03-10,fear,range,2023-07-31,Kimberly Navarro,Tammy Miranda,feel,war,benefit,New Brittany,mean,D35 4BK,set,or,anyone,stock,sense,candidate,now,like,6171,1283,70012,compare,tend,behavior,them,general,art,east,form,wonder,picture,almost,together,or,2024-01-10,college,on,quite,agent
3034,draw,Priceville,suddenly,watch,Christina Burgess,Mariamouth,8CX9875,western,2,indicate,2021-01-29,2023-06-26,notice,condition,you,establish,2021-03-07,2021-12-15,ability,2020-06-12,2023-01-16,go,better,2023-12-15,Tracy Jones,Kyle Lane,card,character,citizen,Jamiestad,major,M22-54V,trial,hit,central,teacher,prepare,condition,face,small,9531,36678,13539,official,senior,say,spring,painting,end,blood,suddenly,poor,growth,idea,provide,a,2021-04-21,charge,either,chance,work
5040,order,Rossstad,ball,pick,Marie Potter,West Derekstad,8W 04556,movie,2,protect,2024-02-28,2024-07-26,response,front,air,tend,2022-12-29,2024-03-17,from,2024-04-03,2023-03-11,consider,receive,2022-07-23,Roger Rogers,Timothy Shepherd,need,within,police,Harperton,though,6861 WN,officer,energy,arm,research,security,language,finally,decide,1541,4149,83040,cover,other,end,sport,job,off,him,commercial,view,property,case,father,price,2024-03-22,glass,his,mean,huge
8969,wear,Warrenmouth,open,job,Amy Lee,Steintown,KTA P74,recently,4,population,2024-09-04,2024-01-06,left,husband,story,happy,2023-08-20,2020-09-03,together,2020-07-17,2024-03-25,hit,senior,2024-09-20,Ashley Brown,Miguel Torres,military,concern,model,New Lorraineport,these,MSF 543,simply,assume,visit,remain,minute,key,particularly,sometimes,7186,24726,89348,peace,store,create,describe,religious,media,thank,foot,who,arrive,tree,training,worry,2023-03-05,else,each,significant,safe
6752,knowledge,West Johnside,however,watch,Vanessa Gutierrez,West Travisburgh,6-1988M,never,4,staff,2022-12-27,2023-06-04,nature,finally,man,outside,2024-03-21,2020-03-06,offer,2021-03-02,2023-10-08,father,enter,2024-06-08,Andrew Chen,Hayley Greene,possible,interesting,challenge,East Jennifer,rock,317-VCV,federal,year,than,prove,move,about,third,source,8293,83190,43876,list,own,military,soon,population,point,forget,well,degree,beat,wear,partner,compare,2020-02-10,middle,present,leave,wait
9691,personal,Riggsstad,food,morning,Jennifer Morales,North Danielchester,FID 539,capital,3,hospital,2023-11-03,2022-08-14,poor,action,treatment,green,2025-03-08,2023-11-30,administration,2020-06-10,2021-07-21,must,common,2023-12-13,Margaret Cameron,Stephanie Stewart,relate,strategy,music,Lake Alexandra,real,D91-LQR,official,player,mother,believe,sport,thank,view,support,5263,96626,36068,bar,place,carry,senior,evidence,write,treat,able,around,college,carry,wife,trouble,2022-07-13,as,open,power,of
7298,staff,New Carolynville,leader,impact,Amanda Kidd DVM,South Carolyn,757-OGS,off,2,four,2024-01-12,2023-12-10,do,job,public,public,2025-04-26,2021-09-06,past,2022-03-30,2021-07-24,discuss,serve,2021-09-28,Steven Kemp Jr.,Barbara King,people,thousand,me,Valeriechester,consider,83-JV06,how,most,red,how,indeed,and,fast,more,6002,69713,58025,leader,traditional,language,feel,whether,more,design,maintain,consumer,section,form,blue,network,2024-01-16,successful,possible,rather,step
4436,decision,South Angelaside,husband,throughout,Ashley Taylor,Chelseaview,163 WBL,day,5,thank,2021-07-19,2023-07-28,because,firm,article,against,2021-02-21,2022-08-18,reality,2020-12-19,2022-07-06,exist,executive,2020-04-01,Steven Evans,Dr. Sally Spencer,our,than,quite,Port Juan,economic,238 BAE,ahead,season,place,deal,drive,often,surface,tonight,6438,72159,10416,film,early,chance,tell,international,case,huge,look,entire,none,leader,building,total,2022-01-29,someone,role,window,pattern
2588,wall,Elizabethport,test,arrive,Jennifer Hernandez,East Jennifer,490-688,perform,4,activity,2020-08-15,2021-02-09,foot,keep,wish,bit,2021-10-27,2020-02-28,Republican,2023-04-29,2025-04-07,clear,wonder,2020-11-18,Bobby Lee,Kim Wright,newspaper,enjoy,conference,Gordonside,together,HYL 398,watch,fire,I,imagine,technology,mother,organization,edge,8642,86077,41105,involve,center,day,some,fill,collection,notice,education,rock,stop,spring,wish,myself,2024-10-10,risk,research,far,firm
1343,choice,Christinemouth,store,never,Nicholas Jackson,North Krista,330 WXE,claim,1,eat,2020-09-05,2024-01-31,level,city,interesting,finally,2022-05-08,2021-02-16,investment,2020-01-04,2020-10-11,stock,impact,2021-08-18,Rodney Swanson,Lindsey Walker,traditional,drug,amount,Phillipsberg,build,79M J88,high,much,research,never,others,forget,nice,century,2205,43922,97903,stay,matter,share,reason,game,black,garden,cup,task,detail,last,individual,similar,2022-01-10,customer,star,among,market
5753,appear,Gordonbury,thought,film,Mathew Richards,East Waynemouth,49B MU8,staff,4,compare,2021-05-25,2020-04-22,thousand,benefit,should,place,2024-08-20,2024-10-20,tough,2021-01-08,2020-04-11,sea,admit,2022-07-07,Curtis Gonzalez,Levi Romero Jr.,somebody,tell,teacher,West Whitneyshire,day,JFX3331,stay,authority,reality,ground,year,everything,wait,series,2623,37213,87511,entire,may,loss,continue,section,social,major,claim,pull,behavior,indicate,audience,occur,2023-03-27,threat,place,him,even
6628,leg,Bauerchester,might,prevent,George Conway,Katherineborough,EUR 523,stock,5,property,2021-04-27,2023-08-11,free,anything,offer,strong,2020-06-26,2024-04-02,against,2021-02-08,2022-02-26,their,catch,2020-03-07,Susan Hernandez,Todd Mcmillan,easy,morning,property,Morganburgh,thing,341 6LQ,security,new,computer,paper,term,financial,hear,each,8706,68619,50814,month,quality,others,decision,wish,reality,pattern,factor,usually,computer,listen,police,may,2024-07-22,win,my,individual,special
7704,experience,Jessicamouth,yet,house,Kristin Moreno,Port Kevin,QLM 7180,turn,5,play,2024-06-18,2024-02-27,weight,home,TV,anything,2020-02-16,2023-03-28,you,2023-08-28,2024-04-04,air,cover,2021-05-31,William Wagner,Gary Garcia,real,article,tree,Castroland,society,7TM5084,several,if,southern,able,dinner,statement,describe,ok,1993,44833,2680,main,the,north,owner,air,back,agent,often,usually,something,I,various,fire,2022-10-29,let,see,manager,and
4780,population,Humphreyton,go,card,Jamie Landry,North Juliachester,92-44086,though,5,court,2025-02-14,2023-12-14,successful,remain,fall,well,2020-10-13,2020-07-15,receive,2023-04-19,2023-10-23,mention,agree,2025-03-15,Ronald Wood,Jennifer Mcintosh,friend,until,foot,Christophertown,care,12-2568W,professor,growth,hospital,source,challenge,manager,ground,peace,2940,39946,18282,although,second,reason,pass,smile,fall,resource,live,result,south,out,upon,watch,2023-04-28,certainly,ground,provide,all
7021,high,Garciafurt,piece,because,Tara Gordon,South Christinetown,Z25-MSX,Democrat,2,hope,2024-06-15,2020-10-17,trial,sell,catch,most,2021-12-05,2023-07-15,culture,2023-04-06,2024-03-15,process,say,2025-03-27,Sandra Simpson,Matthew Case,different,future,positive,Angelabury,before,HSQ 650,age,style,how,share,her,challenge,window,beyond,5102,746,82609,rich,pressure,majority,space,truth,its,answer,message,growth,thousand,save,than,collection,2024-12-04,until,mind,easy,enough
7650,court,Lake Martha,opportunity,employee,Anthony Alexander,Montesmouth,124016,interesting,1,century,2020-05-02,2024-01-31,summer,reveal,still,outside,2023-12-16,2022-10-25,tonight,2023-01-02,2023-11-15,nor,week,2022-02-07,Laura Wilson,Eric Gaines,area,war,level,Goodwinview,spring,42M R14,painting,I,collection,lawyer,enough,people,officer,development,8903,23403,43335,enjoy,here,body,successful,choice,result,alone,property,outside,main,theory,according,measure,2020-09-08,position,likely,weight,cold
1405,how,East Danielle,want,fire,Rachel Wilson,Port Russellville,401 XZ1,week,5,respond,2023-05-25,2022-12-25,fact,eight,live,hand,2024-11-30,2023-10-21,standard,2023-01-17,2024-07-20,gun,series,2022-03-06,Christopher Bradshaw,Richard Flores,per,seven,three,Lake Emily,behind,VNQ9125,brother,than,while,mention,matter,even,test,buy,8429,39915,73075,trouble,gas,fly,blue,traditional,dark,success,form,glass,give,blood,look,down,2022-08-26,property,fire,movie,former
6493,wear,West Carlosport,a,great,Anthony Turner,New Scott,6892,room,2,painting,2022-07-19,2021-05-04,because,college,sound,north,2020-05-02,2024-08-26,city,2021-08-03,2020-09-23,camera,heavy,2024-06-12,Kristen Edwards,John Valenzuela,might,what,fact,East Priscillahaven,remain,IAZ8813,heavy,four,chance,concern,personal,recent,operation,American,1072,64281,27632,similar,with,join,line,try,let,detail,yourself,relationship,ago,lay,most,film,2022-12-09,lot,let,church,military
4209,so,South Anna,remain,hotel,George Collins,Lake Tyler,NCR-344,program,5,write,2021-06-02,2021-09-16,discussion,down,just,ahead,2025-02-09,2022-01-17,opportunity,2021-10-06,2020-09-25,pull,probably,2020-04-12,Benjamin Bennett,Patricia Tapia,top,individual,mission,Thomasland,him,1NHZ 07,environmental,institution,quickly,amount,government,bed,learn,door,6256,78337,72357,environmental,like,fish,really,red,rise,piece,report,at,according,quality,last,Mrs,2022-11-17,language,common,song,money
1527,nearly,North Dakotatown,think,reveal,Joshua Mccormick,Caitlinberg,N11 4WA,cause,1,movie,2021-08-25,2023-12-19,somebody,around,politics,change,2021-10-06,2022-03-26,employee,2021-04-19,2023-08-17,blood,effort,2021-07-07,Patrick Grant,Ms. Hannah Pugh,store,before,letter,South Darrellmouth,pattern,LDE 067,sing,carry,force,peace,dinner,station,kitchen,tend,9317,35475,51165,fill,upon,international,guess,feel,prove,Republican,north,hundred,health,truth,exist,clearly,2024-03-06,offer,senior,real,party
1226,want,Port Matthew,form,discussion,Alicia Taylor PhD,Melissamouth,68-TS58,prepare,5,think,2023-06-11,2021-06-11,long,action,energy,personal,2024-11-11,2022-04-06,student,2025-02-17,2022-05-02,example,four,2022-03-05,Chris Tran,Steven Ali,gun,where,spend,Pamelaside,move,7-39862,article,oil,relationship,later,six,baby,TV,guess,8979,98376,98773,white,attention,room,lay,address,us,price,history,beat,partner,view,lot,surface,2020-03-14,base,record,painting,simply
7784,only,Millerborough,economic,professional,Clifford Martinez,Brianchester,N75 1QZ,old,4,answer,2022-01-08,2023-04-09,point,minute,begin,none,2022-01-30,2023-03-17,maintain,2021-10-18,2023-04-05,alone,fall,2024-01-19,Anita Wells,Jasmine Johnson,keep,whose,bad,Judithhaven,agree,403 QLA,away,reality,left,who,item,relate,concern,mean,8286,38063,20735,late,never,own,white,able,system,western,whose,kind,truth,head,environmental,street,2022-04-07,deep,experience,style,adult
7873,job,North Jared,somebody,property,Beverly Johnson,Gonzalezville,TCX Q85,ago,1,cost,2022-06-11,2020-09-24,explain,from,these,course,2024-02-12,2020-07-01,receive,2024-01-30,2021-04-26,too,pay,2020-07-20,Laurie Jacobs,Tony Oconnor,stage,enough,again,East Ryan,great,451-IEU,attack,put,sing,one,reflect,tough,event,investment,3323,85854,57434,only,people,use,stand,piece,many,heart,common,item,central,economic,increase,computer,2021-08-18,might,late,region,church
9387,recently,East Amandaton,skin,go,Karen Jones,Danielside,AJ1 2828,herself,3,short,2021-03-16,2023-10-23,game,kind,admit,doctor,2021-10-31,2024-04-06,imagine,2020-08-02,2024-01-07,entire,throw,2022-05-06,Felicia Anderson,Andrew Dorsey,necessary,he,foot,Wrightmouth,agreement,CRJ-5689,window,walk,trouble,century,material,threat,necessary,its,8932,48819,28323,itself,water,various,age,raise,brother,news,traditional,oil,prove,attention,system,party,2022-10-14,something,school,white,research
1527,nearly,North Dakotatown,think,reveal,Joshua Mccormick,Caitlinberg,N11 4WA,cause,1,movie,2021-08-25,2023-12-19,somebody,around,politics,change,2021-10-06,2022-03-26,employee,2021-04-19,2023-08-17,blood,effort,2021-07-07,Patrick Grant,Ms. Hannah Pugh,store,before,letter,South Darrellmouth,pattern,LDE 067,sing,carry,force,peace,dinner,station,kitchen,tend,9317,35475,51165,fill,upon,international,guess,feel,prove,Republican,north,hundred,health,truth,exist,clearly,2024-03-06,offer,senior,real,party
9546,camera,Ramirezborough,husband,call,Rachel Smith,Salinasshire,3DX 193,about,3,wait,2024-05-01,2022-10-20,simple,throw,such,add,2021-06-09,2021-04-01,book,2024-08-14,2022-01-05,these,son,2021-04-08,William Kennedy,Kristin Rodriguez,while,artist,raise,Nelsonborough,break,HYG 473,these,data,protect,budget,worry,common,range,thousand,9356,61583,40286,thing,marriage,artist,gas,military,president,rest,lead,account,join,build,history,control,2021-10-04,reflect,somebody,add,together
7616,apply,South Teresa,fund,figure,Richard Dixon,Port Brian,106 VIJ,environmental,3,gun,2020-11-27,2020-04-25,stock,effect,move,west,2023-11-15,2024-11-18,its,2020-11-03,2023-07-20,food,maybe,2023-02-21,Jessica Everett,Sabrina Perkins,pay,by,organization,Shortport,must,802 9447,but,energy,good,part,pass,use,play,perhaps,4945,64459,67251,total,sort,discuss,consumer,month,deal,church,industry,try,explain,then,in,last,2024-10-19,suffer,alone,per,program
4209,so,South Anna,remain,hotel,George Collins,Lake Tyler,NCR-344,program,5,write,2021-06-02,2021-09-16,discussion,down,just,ahead,2025-02-09,2022-01-17,opportunity,2021-10-06,2020-09-25,pull,probably,2020-04-12,Benjamin Bennett,Patricia Tapia,top,individual,mission,Thomasland,him,1NHZ 07,environmental,institution,quickly,amount,government,bed,learn,door,6256,78337,72357,environmental,like,fish,really,red,rise,piece,report,at,according,quality,last,Mrs,2022-11-17,language,common,song,money
2987,campaign,Bakerberg,generation,soon,Victoria Wells,Port Michelle,88X 202,water,3,interesting,2021-05-12,2022-12-09,turn,your,degree,whose,2021-02-14,2021-02-18,rest,2020-09-01,2020-09-11,available,current,2022-04-26,Katherine Holland,Sarah Jackson,sound,give,these,New Mary,short,IOP5025,near,better,man,maybe,per,card,kid,develop,6461,6943,59974,store,which,music,happy,national,break,very,base,mother,keep,even,family,attack,2020-07-10,range,situation,account,street
7442,over,South Kevin,big,before,George Bryant,Meaganfurt,3HD 263,dog,3,push,2022-01-01,2020-09-09,rest,lay,want,enough,2021-10-15,2024-08-26,really,2021-09-25,2021-08-04,down,although,2023-04-04,Melissa Green,Marilyn Baker,value,start,dinner,New Danielbury,live,7J PN209,skin,maintain,significant,son,this,him,list,bill,2451,18766,29496,although,according,like,style,name,table,certainly,speech,thus,speak,population,second,stay,2021-10-11,character,assume,point,plan
2536,describe,East Michael,month,contain,Karen Lozano,East Annaburgh,524-SPF,public,2,or,2023-06-01,2020-10-27,blue,start,space,far,2023-07-03,2020-12-05,hour,2022-03-25,2020-07-20,themselves,government,2022-08-13,James Robinson,Douglas Larson,property,environment,memory,New Charlesside,for,863-VQA,mouth,suffer,social,theory,choice,show,majority,option,3886,89247,21679,stop,not,always,point,artist,air,customer,before,piece,million,whatever,heavy,product,2022-02-23,citizen,what,know,thought
3281,author,West Abigail,present,century,Gina Perry PhD,Chandlerstad,305 FRO,good,3,building,2021-07-21,2023-08-31,just,quality,on,they,2021-09-14,2023-12-04,do,2023-05-07,2023-12-08,commercial,voice,2023-12-23,Kathleen Brooks,Todd Pacheco,sense,reveal,may,Kyleberg,culture,R77-PER,back,soldier,start,clearly,figure,class,product,standard,5715,96996,14808,those,outside,now,light,law,continue,large,next,where,service,call,later,spring,2024-06-15,cup,pattern,impact,teacher
4147,reduce,Lestershire,reduce,address,Karen Wilkerson,North Lorettaview,7SM7098,want,4,lot,2022-03-19,2024-07-22,direction,day,billion,situation,2023-01-09,2023-08-22,word,2020-06-17,2021-12-27,all,strategy,2020-04-13,Frances Tucker,James Gutierrez,start,point,bar,New Eric,each,004 SIJ,enough,cut,morning,performance,subject,the,least,couple,4709,88268,13642,security,walk,attack,often,for,green,best,ball,pay,research,modern,significant,loss,2021-12-21,movement,easy,spring,tree
5040,order,Rossstad,ball,pick,Marie Potter,West Derekstad,8W 04556,movie,2,protect,2024-02-28,2024-07-26,response,front,air,tend,2022-12-29,2024-03-17,from,2024-04-03,2023-03-11,consider,receive,2022-07-23,Roger Rogers,Timothy Shepherd,need,within,police,Harperton,though,6861 WN,officer,energy,arm,research,security,language,finally,decide,1541,4149,83040,cover,other,end,sport,job,off,him,commercial,view,property,case,father,price,2024-03-22,glass,his,mean,huge
9323,special,South Allisonstad,huge,attorney,Andrew Estrada,New Melissa,39J 2225,rather,1,public,2023-10-09,2025-04-13,enjoy,risk,visit,large,2022-08-01,2020-01-31,wide,2021-05-08,2020-08-26,speak,above,2024-02-24,Christina Lucas,Reginald Robertson,maybe,anything,back,New Davebury,low,3-16818,term,never,chair,ever,Mr,ever,old,until,5184,33117,55172,suggest,large,quality,land,far,attack,policy,would,example,experience,media,want,use,2023-10-01,turn,month,among,grow
